,country,year,sex,age,count of suicides,population,suicide rate, gdp_for_year ($) ,gdp_per_capita ($),generation,GDP,suicide level,Total_suicide_count
6458,Croatia,2002,female,55-74 years,88,530100,16.6,"26,878,499,206",6373,Silent,Low GDP,Low,18429
6459,Croatia,2002,female,35-54 years,54,649700,8.31,"26,878,499,206",6373,Boomers,Low GDP,Low,18429
6460,Croatia,2002,female,25-34 years,21,293800,7.15,"26,878,499,206",6373,Generation X,Low GDP,Low,18429
6461,Croatia,2002,female,15-24 years,13,295800,4.39,"26,878,499,206",6373,Millenials,Low GDP,Low,18429
6462,Croatia,2002,female,5-14 years,0,252500,0.0,"26,878,499,206",6373,Millenials,Low GDP,Low,18429
6463,Croatia,2002,male,5-14 years,0,264700,0.0,"26,878,499,206",6373,Millenials,Low GDP,Low,18429
6464,Croatia,2003,male,75+ years,80,82000,97.56,"34,658,113,497",8202,Silent,Low GDP,Low,18429
6465,Croatia,2003,male,55-74 years,239,429500,55.65,"34,658,113,497",8202,Silent,Low GDP,Low,18429
6466,Croatia,2003,male,35-54 years,227,647900,35.04,"34,658,113,497",8202,Boomers,Low GDP,Low,18429
6467,Croatia,2003,male,25-34 years,66,299000,22.07,"34,658,113,497",8202,Generation X,Low GDP,Low,18429
6468,Croatia,2003,female,75+ years,37,178300,20.75,"34,658,113,497",8202,Silent,Low GDP,Low,18429
6469,Croatia,2003,male,15-24 years,57,306000,18.63,"34,658,113,497",8202,Millenials,Low GDP,Low,18429
6470,Croatia,2003,female,55-74 years,89,530900,16.76,"34,658,113,497",8202,Silent,Low GDP,Low,18429
6471,Croatia,2003,female,35-54 years,47,651200,7.22,"34,658,113,497",8202,Boomers,Low GDP,Low,18429
6472,Croatia,2003,female,25-34 years,10,294100,3.4,"34,658,113,497",8202,Generation X,Low GDP,Low,18429
6473,Croatia,2003,female,15-24 years,9,293600,3.07,"34,658,113,497",8202,Millenials,Low GDP,Low,18429
6474,Croatia,2003,male,5-14 years,3,262500,1.14,"34,658,113,497",8202,Millenials,Low GDP,Low,18429
6475,Croatia,2003,female,5-14 years,1,250600,0.4,"34,658,113,497",8202,Millenials,Low GDP,Low,18429
6476,Croatia,2004,male,75+ years,111,88600,125.28,"41,574,530,816",9829,Silent,Low GDP,Low,18429
6477,Croatia,2004,male,55-74 years,227,432700,52.46,"41,574,530,816",9829,Silent,Low GDP,Low,18429
6478,Croatia,2004,male,35-54 years,214,644300,33.21,"41,574,530,816",9829,Boomers,Low GDP,Low,18429
6479,Croatia,2004,female,75+ years,43,185600,23.17,"41,574,530,816",9829,Silent,Low GDP,Low,18429
6480,Croatia,2004,male,25-34 years,59,302300,19.52,"41,574,530,816",9829,Generation X,Low GDP,Low,18429
6481,Croatia,2004,female,55-74 years,87,531800,16.36,"41,574,530,816",9829,Silent,Low GDP,Low,18429
6482,Croatia,2004,male,15-24 years,31,302100,10.26,"41,574,530,816",9829,Millenials,Low GDP,Low,18429
6483,Croatia,2004,female,35-54 years,64,648500,9.87,"41,574,530,816",9829,Boomers,Low GDP,Low,18429
6484,Croatia,2004,female,25-34 years,17,296600,5.73,"41,574,530,816",9829,Generation X,Low GDP,Low,18429
6485,Croatia,2004,female,15-24 years,14,290300,4.82,"41,574,530,816",9829,Millenials,Low GDP,Low,18429
6486,Croatia,2004,male,5-14 years,3,259200,1.16,"41,574,530,816",9829,Millenials,Low GDP,Low,18429
6487,Croatia,2004,female,5-14 years,1,247600,0.4,"41,574,530,816",9829,Millenials,Low GDP,Low,18429
6488,Croatia,2005,male,75+ years,78,91654,85.1,"45,416,358,502",10722,Silent,Low GDP,Low,18429
6489,Croatia,2005,male,55-74 years,247,436810,56.55,"45,416,358,502",10722,Silent,Low GDP,Low,18429
6490,Croatia,2005,male,35-54 years,227,643382,35.28,"45,416,358,502",10722,Boomers,Low GDP,Low,18429
6491,Croatia,2005,female,75+ years,45,190621,23.61,"45,416,358,502",10722,Silent,Low GDP,Low,18429
6492,Croatia,2005,male,25-34 years,58,306107,18.95,"45,416,358,502",10722,Generation X,Low GDP,Low,18429
6493,Croatia,2005,female,55-74 years,76,534353,14.22,"45,416,358,502",10722,Silent,Low GDP,Low,18429
6494,Croatia,2005,male,15-24 years,39,297901,13.09,"45,416,358,502",10722,Millenials,Low GDP,Low,18429
6495,Croatia,2005,female,35-54 years,68,647419,10.5,"45,416,358,502",10722,Boomers,Low GDP,Low,18429
6496,Croatia,2005,female,25-34 years,25,299476,8.35,"45,416,358,502",10722,Generation X,Low GDP,Low,18429
6497,Croatia,2005,female,15-24 years,9,286454,3.14,"45,416,358,502",10722,Millenials,Low GDP,Low,18429
6498,Croatia,2005,male,5-14 years,2,256833,0.78,"45,416,358,502",10722,Millenials,Low GDP,Low,18429
6499,Croatia,2005,female,5-14 years,0,244865,0.0,"45,416,358,502",10722,Millenials,Low GDP,Low,18429
6500,Croatia,2006,male,75+ years,79,96962,81.48,"50,453,577,898",11914,Silent,Low GDP,Low,18429
6501,Croatia,2006,male,55-74 years,178,440525,40.41,"50,453,577,898",11914,Silent,Low GDP,Low,18429
6502,Croatia,2006,male,35-54 years,207,639665,32.36,"50,453,577,898",11914,Boomers,Low GDP,Low,18429
6503,Croatia,2006,female,75+ years,48,197868,24.26,"50,453,577,898",11914,Silent,Low GDP,Low,18429
6504,Croatia,2006,male,25-34 years,58,310163,18.7,"50,453,577,898",11914,Generation X,Low GDP,Low,18429
6505,Croatia,2006,female,55-74 years,90,534005,16.85,"50,453,577,898",11914,Silent,Low GDP,Low,18429
6506,Croatia,2006,male,15-24 years,49,293976,16.67,"50,453,577,898",11914,Millenials,Low GDP,Low,18429
6507,Croatia,2006,female,35-54 years,67,644066,10.4,"50,453,577,898",11914,Boomers,Low GDP,Low,18429
6508,Croatia,2006,female,15-24 years,11,282298,3.9,"50,453,577,898",11914,Millenials,Low GDP,Low,18429
6509,Croatia,2006,female,25-34 years,6,302776,1.98,"50,453,577,898",11914,Generation X,Low GDP,Low,18429
6510,Croatia,2006,male,5-14 years,2,252215,0.79,"50,453,577,898",11914,Millenials,Low GDP,Low,18429
6511,Croatia,2006,female,5-14 years,1,240427,0.42,"50,453,577,898",11914,Millenials,Low GDP,Low,18429
6512,Croatia,2007,male,75+ years,85,101664,83.61,"60,093,222,709",14204,Silent,Low GDP,Low,18429
6513,Croatia,2007,male,55-74 years,206,443939,46.4,"60,093,222,709",14204,Silent,Low GDP,Low,18429
6514,Croatia,2007,male,35-54 years,198,637678,31.05,"60,093,222,709",14204,Boomers,Low GDP,Low,18429
6515,Croatia,2007,female,75+ years,45,204595,21.99,"60,093,222,709",14204,Silent,Low GDP,Low,18429
6516,Croatia,2007,male,25-34 years,52,312108,16.66,"60,093,222,709",14204,Generation X,Low GDP,Low,18429
6517,Croatia,2007,female,55-74 years,84,533554,15.74,"60,093,222,709",14204,Silent,Low GDP,Low,18429
6518,Croatia,2007,male,15-24 years,34,289325,11.75,"60,093,222,709",14204,Millenials,Low GDP,Low,18429
6519,Croatia,2007,female,35-54 years,45,642644,7.0,"60,093,222,709",14204,Boomers,Low GDP,Low,18429
6520,Croatia,2007,female,15-24 years,11,277133,3.97,"60,093,222,709",14204,Millenials,Low GDP,Low,18429
6521,Croatia,2007,female,25-34 years,11,303954,3.62,"60,093,222,709",14204,Generation X,Low GDP,Low,18429
6522,Croatia,2007,female,5-14 years,2,236481,0.85,"60,093,222,709",14204,Generation Z,Low GDP,Low,18429
6523,Croatia,2007,male,5-14 years,2,247780,0.81,"60,093,222,709",14204,Generation Z,Low GDP,Low,18429
6524,Croatia,2008,male,75+ years,115,105525,108.98,"70,481,451,449",16680,Silent,Low GDP,Low,18429
6525,Croatia,2008,male,55-74 years,200,450580,44.39,"70,481,451,449",16680,Silent,Low GDP,Low,18429
6526,Croatia,2008,male,35-54 years,202,632952,31.91,"70,481,451,449",16680,Boomers,Low GDP,Low,18429
6527,Croatia,2008,female,75+ years,48,210591,22.79,"70,481,451,449",16680,Silent,Low GDP,Low,18429
6528,Croatia,2008,male,25-34 years,49,314031,15.6,"70,481,451,449",16680,Generation X,Low GDP,Low,18429
6529,Croatia,2008,male,15-24 years,40,284857,14.04,"70,481,451,449",16680,Millenials,Low GDP,Low,18429
6530,Croatia,2008,female,55-74 years,72,536698,13.42,"70,481,451,449",16680,Silent,Low GDP,Low,18429
6531,Croatia,2008,female,35-54 years,47,638100,7.37,"70,481,451,449",16680,Boomers,Low GDP,Low,18429
6532,Croatia,2008,female,25-34 years,9,305383,2.95,"70,481,451,449",16680,Generation X,Low GDP,Low,18429
6533,Croatia,2008,female,15-24 years,7,272369,2.57,"70,481,451,449",16680,Millenials,Low GDP,Low,18429
6534,Croatia,2008,male,5-14 years,3,242691,1.24,"70,481,451,449",16680,Generation Z,Low GDP,Low,18429
6535,Croatia,2008,female,5-14 years,1,231806,0.43,"70,481,451,449",16680,Generation Z,Low GDP,Low,18429
6536,Croatia,2009,male,75+ years,107,110100,97.18,"62,703,143,057",14872,Silent,Low GDP,Low,18429
6537,Croatia,2009,male,55-74 years,199,455148,43.72,"62,703,143,057",14872,Silent,Low GDP,Low,18429
6538,Croatia,2009,male,35-54 years,220,628629,35.0,"62,703,143,057",14872,Boomers,Low GDP,Low,18429
6539,Croatia,2009,female,75+ years,53,216621,24.47,"62,703,143,057",14872,Silent,Low GDP,Low,18429
6540,Croatia,2009,male,15-24 years,45,278610,16.15,"62,703,143,057",14872,Millenials,Low GDP,Low,18429
6541,Croatia,2009,male,25-34 years,44,316164,13.92,"62,703,143,057",14872,Generation X,Low GDP,Low,18429
6542,Croatia,2009,female,55-74 years,63,537865,11.71,"62,703,143,057",14872,Silent,Low GDP,Low,18429
6543,Croatia,2009,female,35-54 years,45,634366,7.09,"62,703,143,057",14872,Boomers,Low GDP,Low,18429
6544,Croatia,2009,female,25-34 years,7,306319,2.29,"62,703,143,057",14872,Generation X,Low GDP,Low,18429
6545,Croatia,2009,female,15-24 years,4,267054,1.5,"62,703,143,057",14872,Millenials,Low GDP,Low,18429
6546,Croatia,2009,male,5-14 years,3,238176,1.26,"62,703,143,057",14872,Generation Z,Low GDP,Low,18429
6547,Croatia,2009,female,5-14 years,0,226998,0.0,"62,703,143,057",14872,Generation Z,Low GDP,Low,18429
6548,Croatia,2010,male,75+ years,99,114205,86.69,"59,829,574,391",14232,Silent,Low GDP,Low,18429
6549,Croatia,2010,male,55-74 years,215,461893,46.55,"59,829,574,391",14232,Silent,Low GDP,Low,18429
6550,Croatia,2010,male,35-54 years,186,621977,29.9,"59,829,574,391",14232,Generation X,Low GDP,Low,18429
6551,Croatia,2010,female,75+ years,46,221668,20.75,"59,829,574,391",14232,Silent,Low GDP,Low,18429
6552,Croatia,2010,male,15-24 years,40,272848,14.66,"59,829,574,391",14232,Millenials,Low GDP,Low,18429
6553,Croatia,2010,male,25-34 years,44,316471,13.9,"59,829,574,391",14232,Generation X,Low GDP,Low,18429
6554,Croatia,2010,female,55-74 years,75,541827,13.84,"59,829,574,391",14232,Silent,Low GDP,Low,18429
6555,Croatia,2010,female,35-54 years,50,627682,7.97,"59,829,574,391",14232,Generation X,Low GDP,Low,18429
6556,Croatia,2010,female,15-24 years,13,261670,4.97,"59,829,574,391",14232,Millenials,Low GDP,Low,18429
6557,Croatia,2010,female,25-34 years,7,306249,2.29,"59,829,574,391",14232,Generation X,Low GDP,Low,18429
6558,Croatia,2010,female,5-14 years,1,222940,0.45,"59,829,574,391",14232,Generation Z,Low GDP,Low,18429
6559,Croatia,2010,male,5-14 years,0,234533,0.0,"59,829,574,391",14232,Generation Z,Low GDP,Low,18429
6560,Croatia,2011,male,75+ years,95,118029,80.49,"62,375,044,443",14890,Silent,Low GDP,Low,18429
6561,Croatia,2011,male,55-74 years,188,467142,40.24,"62,375,044,443",14890,Boomers,Low GDP,Low,18429
6562,Croatia,2011,male,35-54 years,148,616577,24.0,"62,375,044,443",14890,Generation X,Low GDP,Low,18429
6563,Croatia,2011,male,25-34 years,63,314331,20.04,"62,375,044,443",14890,Millenials,Low GDP,Low,18429
6564,Croatia,2011,female,75+ years,43,225925,19.03,"62,375,044,443",14890,Silent,Low GDP,Low,18429
6565,Croatia,2011,female,55-74 years,68,545430,12.47,"62,375,044,443",14890,Boomers,Low GDP,Low,18429
6566,Croatia,2011,male,15-24 years,24,269755,8.9,"62,375,044,443",14890,Millenials,Low GDP,Low,18429
6567,Croatia,2011,female,35-54 years,52,621895,8.36,"62,375,044,443",14890,Generation X,Low GDP,Low,18429
6568,Croatia,2011,female,25-34 years,11,304202,3.62,"62,375,044,443",14890,Millenials,Low GDP,Low,18429
6569,Croatia,2011,female,15-24 years,8,258495,3.09,"62,375,044,443",14890,Millenials,Low GDP,Low,18429
6570,Croatia,2011,male,5-14 years,2,229413,0.87,"62,375,044,443",14890,Generation Z,Low GDP,Low,18429
6571,Croatia,2011,female,5-14 years,0,217835,0.0,"62,375,044,443",14890,Generation Z,Low GDP,Low,18429
6572,Croatia,2012,male,75+ years,99,122607,80.75,"56,565,475,275",13952,Silent,Low GDP,Low,18429
6573,Croatia,2012,male,55-74 years,207,465550,44.46,"56,565,475,275",13952,Boomers,Low GDP,Low,18429
6574,Croatia,2012,male,35-54 years,201,591018,34.01,"56,565,475,275",13952,Generation X,Low GDP,Low,18429
6575,Croatia,2012,female,75+ years,46,232222,19.81,"56,565,475,275",13952,Silent,Low GDP,Low,18429
6576,Croatia,2012,male,25-34 years,51,294314,17.33,"56,565,475,275",13952,Millenials,Low GDP,Low,18429
6577,Croatia,2012,male,15-24 years,35,256849,13.63,"56,565,475,275",13952,Millenials,Low GDP,Low,18429
6578,Croatia,2012,female,55-74 years,73,541956,13.47,"56,565,475,275",13952,Boomers,Low GDP,Low,18429
6579,Croatia,2012,female,35-54 years,42,594104,7.07,"56,565,475,275",13952,Generation X,Low GDP,Low,18429
6580,Croatia,2012,female,25-34 years,13,283419,4.59,"56,565,475,275",13952,Millenials,Low GDP,Low,18429
6581,Croatia,2012,female,15-24 years,5,245431,2.04,"56,565,475,275",13952,Millenials,Low GDP,Low,18429
6582,Croatia,2012,male,5-14 years,3,219008,1.37,"56,565,475,275",13952,Generation Z,Low GDP,Low,18429
6583,Croatia,2012,female,5-14 years,1,207818,0.48,"56,565,475,275",13952,Generation Z,Low GDP,Low,18429
6584,Croatia,2013,male,75+ years,85,126153,67.38,"58,085,856,019",14362,Silent,Low GDP,Low,18429
6585,Croatia,2013,male,55-74 years,174,469173,37.09,"58,085,856,019",14362,Boomers,Low GDP,Low,18429
6586,Croatia,2013,male,35-54 years,186,587482,31.66,"58,085,856,019",14362,Generation X,Low GDP,Low,18429
6587,Croatia,2013,male,25-34 years,59,291832,20.22,"58,085,856,019",14362,Millenials,Low GDP,Low,18429
6588,Croatia,2013,male,15-24 years,41,254643,16.1,"58,085,856,019",14362,Millenials,Low GDP,Low,18429
6589,Croatia,2013,female,75+ years,35,237107,14.76,"58,085,856,019",14362,Silent,Low GDP,Low,18429
6590,Croatia,2013,female,55-74 years,48,544041,8.82,"58,085,856,019",14362,Boomers,Low GDP,Low,18429
6591,Croatia,2013,female,35-54 years,48,589432,8.14,"58,085,856,019",14362,Generation X,Low GDP,Low,18429
6592,Croatia,2013,female,25-34 years,9,281138,3.2,"58,085,856,019",14362,Millenials,Low GDP,Low,18429
6593,Croatia,2013,female,15-24 years,6,243263,2.47,"58,085,856,019",14362,Millenials,Low GDP,Low,18429
6594,Croatia,2013,male,5-14 years,1,215702,0.46,"58,085,856,019",14362,Generation Z,Low GDP,Low,18429
6595,Croatia,2013,female,5-14 years,0,204491,0.0,"58,085,856,019",14362,Generation Z,Low GDP,Low,18429
6596,Croatia,2014,male,75+ years,97,129205,75.07,"57,629,518,806",14299,Silent,Low GDP,Low,18429
6597,Croatia,2014,male,55-74 years,193,473836,40.73,"57,629,518,806",14299,Boomers,Low GDP,Low,18429
6598,Croatia,2014,male,35-54 years,167,582938,28.65,"57,629,518,806",14299,Generation X,Low GDP,Low,18429
6599,Croatia,2014,female,75+ years,42,240853,17.44,"57,629,518,806",14299,Silent,Low GDP,Low,18429
6600,Croatia,2014,male,15-24 years,37,251460,14.71,"57,629,518,806",14299,Millenials,Low GDP,Low,18429
6601,Croatia,2014,male,25-34 years,42,287190,14.62,"57,629,518,806",14299,Millenials,Low GDP,Low,18429
6602,Croatia,2014,female,55-74 years,71,547211,12.97,"57,629,518,806",14299,Boomers,Low GDP,Low,18429
6603,Croatia,2014,female,35-54 years,49,583896,8.39,"57,629,518,806",14299,Generation X,Low GDP,Low,18429
6604,Croatia,2014,female,15-24 years,12,240071,5.0,"57,629,518,806",14299,Millenials,Low GDP,Low,18429
6605,Croatia,2014,female,25-34 years,11,277195,3.97,"57,629,518,806",14299,Millenials,Low GDP,Low,18429
6606,Croatia,2014,female,5-14 years,1,202723,0.49,"57,629,518,806",14299,Generation Z,Low GDP,Low,18429
6607,Croatia,2014,male,5-14 years,0,213874,0.0,"57,629,518,806",14299,Generation Z,Low GDP,Low,18429
6608,Croatia,2015,male,75+ years,104,131896,78.85,"49,425,513,611",12351,Silent,Low GDP,Low,18429
6609,Croatia,2015,male,55-74 years,207,476580,43.43,"49,425,513,611",12351,Boomers,Low GDP,Low,18429
6610,Croatia,2015,male,35-54 years,155,575410,26.94,"49,425,513,611",12351,Generation X,Low GDP,Low,18429
6611,Croatia,2015,female,75+ years,56,243369,23.01,"49,425,513,611",12351,Silent,Low GDP,Low,18429
6612,Croatia,2015,male,25-34 years,41,280212,14.63,"49,425,513,611",12351,Millenials,Low GDP,Low,18429
6613,Croatia,2015,male,15-24 years,34,247562,13.73,"49,425,513,611",12351,Millenials,Low GDP,Low,18429
6614,Croatia,2015,female,55-74 years,75,548940,13.66,"49,425,513,611",12351,Boomers,Low GDP,Low,18429
6615,Croatia,2015,female,35-54 years,51,576262,8.85,"49,425,513,611",12351,Generation X,Low GDP,Low,18429
6616,Croatia,2015,female,25-34 years,7,271005,2.58,"49,425,513,611",12351,Millenials,Low GDP,Low,18429
6617,Croatia,2015,female,15-24 years,6,236301,2.54,"49,425,513,611",12351,Millenials,Low GDP,Low,18429
6618,Croatia,2015,female,5-14 years,2,201507,0.99,"49,425,513,611",12351,Generation Z,Low GDP,Low,18429
6619,Croatia,2015,male,5-14 years,1,212625,0.47,"49,425,513,611",12351,Generation Z,Low GDP,Low,18429
6620,Croatia,2016,male,75+ years,104,134519,77.31,"51,338,524,831",12905,Silent,Low GDP,Low,18429
6621,Croatia,2016,male,55-74 years,187,480263,38.94,"51,338,524,831",12905,Boomers,Low GDP,Low,18429
6622,Croatia,2016,male,35-54 years,146,571003,25.57,"51,338,524,831",12905,Generation X,Low GDP,Low,18429
6623,Croatia,2016,male,25-34 years,48,274466,17.49,"51,338,524,831",12905,Millenials,Low GDP,Low,18429
6624,Croatia,2016,female,75+ years,40,246002,16.26,"51,338,524,831",12905,Silent,Low GDP,Low,18429
6625,Croatia,2016,female,55-74 years,69,551758,12.51,"51,338,524,831",12905,Boomers,Low GDP,Low,18429
6626,Croatia,2016,male,15-24 years,30,242287,12.38,"51,338,524,831",12905,Millenials,Low GDP,Low,18429
6627,Croatia,2016,female,35-54 years,47,570380,8.24,"51,338,524,831",12905,Generation X,Low GDP,Low,18429
6628,Croatia,2016,female,15-24 years,6,231038,2.6,"51,338,524,831",12905,Millenials,Low GDP,Low,18429
6629,Croatia,2016,female,25-34 years,6,265327,2.26,"51,338,524,831",12905,Millenials,Low GDP,Low,18429
6630,Cuba,1992,male,75+ years,227,188700,120.3,"22,085,858,243",2227,G.I. Generation,Low GDP,Low,41418
6631,Cuba,1992,male,55-74 years,347,652400,53.19,"22,085,858,243",2227,Silent,Low GDP,Low,41418
6632,Cuba,1992,female,75+ years,70,202100,34.64,"22,085,858,243",2227,G.I. Generation,Low GDP,Low,41418
6633,Cuba,1992,female,55-74 years,210,669000,31.39,"22,085,858,243",2227,Silent,Low GDP,Low,41418
6634,Cuba,1992,male,35-54 years,376,1246800,30.16,"22,085,858,243",2227,Boomers,Low GDP,Low,41418
6635,Cuba,1992,female,15-24 years,231,1040500,22.2,"22,085,858,243",2227,Generation X,Low GDP,Low,41418
6636,Cuba,1992,male,25-34 years,214,995700,21.49,"22,085,858,243",2227,Boomers,Low GDP,Low,41418
6637,Cuba,1992,female,35-54 years,256,1278000,20.03,"22,085,858,243",2227,Boomers,Low GDP,Low,41418
6638,Cuba,1992,female,25-34 years,183,989700,18.49,"22,085,858,243",2227,Boomers,Low GDP,Low,41418
6639,Cuba,1992,male,15-24 years,164,1085500,15.11,"22,085,858,243",2227,Generation X,Low GDP,Low,41418
6640,Cuba,1992,female,5-14 years,16,765100,2.09,"22,085,858,243",2227,Millenials,Low GDP,Low,41418
6641,Cuba,1992,male,5-14 years,5,802100,0.62,"22,085,858,243",2227,Millenials,Low GDP,Low,41418
6642,Cuba,1993,male,75+ years,257,192900,133.23,"22,367,254,865",2236,G.I. Generation,Low GDP,Low,41418
6643,Cuba,1993,male,55-74 years,382,666000,57.36,"22,367,254,865",2236,Silent,Low GDP,Low,41418
6644,Cuba,1993,female,75+ years,84,208800,40.23,"22,367,254,865",2236,G.I. Generation,Low GDP,Low,41418
6645,Cuba,1993,female,55-74 years,262,685000,38.25,"22,367,254,865",2236,Silent,Low GDP,Low,41418
6646,Cuba,1993,male,35-54 years,371,1255300,29.55,"22,367,254,865",2236,Boomers,Low GDP,Low,41418
6647,Cuba,1993,male,25-34 years,245,1042700,23.5,"22,367,254,865",2236,Boomers,Low GDP,Low,41418
6648,Cuba,1993,female,35-54 years,254,1289600,19.7,"22,367,254,865",2236,Boomers,Low GDP,Low,41418
6649,Cuba,1993,female,15-24 years,178,997100,17.85,"22,367,254,865",2236,Generation X,Low GDP,Low,41418
6650,Cuba,1993,female,25-34 years,179,1030700,17.37,"22,367,254,865",2236,Boomers,Low GDP,Low,41418
6651,Cuba,1993,male,15-24 years,152,1039900,14.62,"22,367,254,865",2236,Generation X,Low GDP,Low,41418
6652,Cuba,1993,female,5-14 years,7,779200,0.9,"22,367,254,865",2236,Millenials,Low GDP,Low,41418
6653,Cuba,1993,male,5-14 years,3,817000,0.37,"22,367,254,865",2236,Millenials,Low GDP,Low,41418
6654,Cuba,1994,male,75+ years,246,196500,125.19,"28,448,326,757",2820,G.I. Generation,Low GDP,Low,41418
6655,Cuba,1994,male,55-74 years,401,681200,58.87,"28,448,326,757",2820,Silent,Low GDP,Low,41418
6656,Cuba,1994,female,55-74 years,229,702600,32.59,"28,448,326,757",2820,Silent,Low GDP,Low,41418
6657,Cuba,1994,male,35-54 years,399,1269100,31.44,"28,448,326,757",2820,Boomers,Low GDP,Low,41418
6658,Cuba,1994,female,75+ years,61,214900,28.39,"28,448,326,757",2820,G.I. Generation,Low GDP,Low,41418
6659,Cuba,1994,male,25-34 years,252,1083200,23.26,"28,448,326,757",2820,Boomers,Low GDP,Low,41418
6660,Cuba,1994,female,35-54 years,235,1305600,18.0,"28,448,326,757",2820,Boomers,Low GDP,Low,41418
6661,Cuba,1994,female,15-24 years,152,951400,15.98,"28,448,326,757",2820,Generation X,Low GDP,Low,41418
6662,Cuba,1994,female,25-34 years,156,1065200,14.65,"28,448,326,757",2820,Boomers,Low GDP,Low,41418
6663,Cuba,1994,male,15-24 years,142,991900,14.32,"28,448,326,757",2820,Generation X,Low GDP,Low,41418
6664,Cuba,1994,female,5-14 years,4,794500,0.5,"28,448,326,757",2820,Millenials,Low GDP,Low,41418
6665,Cuba,1994,male,5-14 years,1,833200,0.12,"28,448,326,757",2820,Millenials,Low GDP,Low,41418
6666,Cuba,1995,male,75+ years,248,199400,124.37,"30,429,803,651",2993,G.I. Generation,Low GDP,Low,41418
6667,Cuba,1995,male,55-74 years,372,697500,53.33,"30,429,803,651",2993,Silent,Low GDP,Low,41418
6668,Cuba,1995,female,75+ years,68,219900,30.92,"30,429,803,651",2993,G.I. Generation,Low GDP,Low,41418
6669,Cuba,1995,male,35-54 years,374,1291700,28.95,"30,429,803,651",2993,Boomers,Low GDP,Low,41418
6670,Cuba,1995,male,25-34 years,276,1113600,24.78,"30,429,803,651",2993,Generation X,Low GDP,Low,41418
6671,Cuba,1995,female,55-74 years,171,722000,23.68,"30,429,803,651",2993,Silent,Low GDP,Low,41418
6672,Cuba,1995,female,35-54 years,241,1330000,18.12,"30,429,803,651",2993,Boomers,Low GDP,Low,41418
6673,Cuba,1995,female,15-24 years,162,906300,17.87,"30,429,803,651",2993,Generation X,Low GDP,Low,41418
6674,Cuba,1995,female,25-34 years,161,1090200,14.77,"30,429,803,651",2993,Generation X,Low GDP,Low,41418
6675,Cuba,1995,male,15-24 years,138,944700,14.61,"30,429,803,651",2993,Generation X,Low GDP,Low,41418
6676,Cuba,1995,female,5-14 years,10,806800,1.24,"30,429,803,651",2993,Millenials,Low GDP,Low,41418
6677,Cuba,1995,male,5-14 years,1,846300,0.12,"30,429,803,651",2993,Millenials,Low GDP,Low,41418
6678,Cuba,1996,male,75+ years,228,201400,113.21,"25,017,300,000",2443,G.I. Generation,Low GDP,Low,41418
6679,Cuba,1996,male,55-74 years,344,715100,48.11,"25,017,300,000",2443,Silent,Low GDP,Low,41418
6680,Cuba,1996,male,35-54 years,403,1324700,30.42,"25,017,300,000",2443,Boomers,Low GDP,Low,41418
6681,Cuba,1996,female,75+ years,61,223800,27.26,"25,017,300,000",2443,G.I. Generation,Low GDP,Low,41418
6682,Cuba,1996,male,25-34 years,249,1133100,21.98,"25,017,300,000",2443,Generation X,Low GDP,Low,41418
6683,Cuba,1996,female,55-74 years,157,743000,21.13,"25,017,300,000",2443,Silent,Low GDP,Low,41418
6684,Cuba,1996,female,35-54 years,201,1364200,14.73,"25,017,300,000",2443,Boomers,Low GDP,Low,41418
6685,Cuba,1996,male,15-24 years,128,899000,14.24,"25,017,300,000",2443,Generation X,Low GDP,Low,41418
6686,Cuba,1996,female,15-24 years,113,862100,13.11,"25,017,300,000",2443,Generation X,Low GDP,Low,41418
6687,Cuba,1996,female,25-34 years,121,1105100,10.95,"25,017,300,000",2443,Generation X,Low GDP,Low,41418
6688,Cuba,1996,female,5-14 years,7,815000,0.86,"25,017,300,000",2443,Millenials,Low GDP,Low,41418
6689,Cuba,1996,male,5-14 years,2,855100,0.23,"25,017,300,000",2443,Millenials,Low GDP,Low,41418
6690,Cuba,1997,male,75+ years,240,203095,118.17,"25,366,200,000",2472,G.I. Generation,Low GDP,Low,41418
6691,Cuba,1997,male,55-74 years,353,719479,49.06,"25,366,200,000",2472,Silent,Low GDP,Low,41418
6692,Cuba,1997,male,35-54 years,446,1376101,32.41,"25,366,200,000",2472,Boomers,Low GDP,Low,41418
6693,Cuba,1997,female,75+ years,65,252298,25.76,"25,366,200,000",2472,G.I. Generation,Low GDP,Low,41418
6694,Cuba,1997,male,25-34 years,246,1140753,21.56,"25,366,200,000",2472,Generation X,Low GDP,Low,41418
6695,Cuba,1997,female,55-74 years,162,754121,21.48,"25,366,200,000",2472,Silent,Low GDP,Low,41418
6696,Cuba,1997,female,35-54 years,216,1349406,16.01,"25,366,200,000",2472,Boomers,Low GDP,Low,41418
6697,Cuba,1997,male,15-24 years,111,842786,13.17,"25,366,200,000",2472,Generation X,Low GDP,Low,41418
6698,Cuba,1997,female,25-34 years,107,1109991,9.64,"25,366,200,000",2472,Generation X,Low GDP,Low,41418
6699,Cuba,1997,female,15-24 years,72,814728,8.84,"25,366,200,000",2472,Generation X,Low GDP,Low,41418
6700,Cuba,1997,female,5-14 years,6,829500,0.72,"25,366,200,000",2472,Millenials,Low GDP,Low,41418
6701,Cuba,1997,male,5-14 years,5,868234,0.58,"25,366,200,000",2472,Millenials,Low GDP,Low,41418
